id_fornecedor,razao_social,nome_fantasia,cnpj,segmento,categoria_principal,porte,cidade,estado,telefone,email,status
334,Gomes Lima Ltda.,Rocha,28.307.651/0001-48,RH,Recursos Humanos,Pequena,da Rocha,SP,+55 88 7729-4209,ana-luiza81@santos.gov.br,Ativo
335,Pires,Monteiro da Rocha e Filhos,60.517.942/0001-73,Tecnologia,Softwares,Média,Vasconcelos,SP,+55 74 7642-0865,erocha@sa.br,Ativo
336,Barbosa,da Paz,38.601.274/0001-09,Cloud,Cloud,Grande,Marques da Serra,MG,+55 62 7742-3330,gustavo26@rocha.com.br,Ativo
337,Araújo Brito Ltda.,Cavalcanti,01.543.879/0001-80,Logística,Fretes,Média,Campos,MG,+55 94 6749-2617,oda-mota@freitas.com,Ativo
338,Camargo S/A,Mendonça e Filhos,83.046.591/0001-65,Tecnologia,Softwares,Grande,Vieira,MG,+55 75 6764-9215,silvastephany@guerra.br,Ativo
339,Azevedo,Sá S.A.,12.804.376/0001-38,Transporte,Fretes,Média,Cardoso,SP,+55 84 2184-0118,emanuella82@ribeiro.com,Inativo
340,da Rosa Aparecida - EI,Ribeiro,87.243.965/0001-93,Logística,Fretes,Média,Sales,SP,+55 45 0303-2432,elisada-mota@siqueira.com,Inativo
341,da Luz,Rezende,26.709.315/0001-04,Tecnologia,Softwares,Média,Barbosa,RS,12 3598-9262,luara60@barbosa.edu.br,Ativo
342,Rodrigues - EI,Azevedo,51.926.843/0001-54,Telefonia,Telefonia,Grande,Brito,MG,49 3611-2849,hbrito@sampaio.gov.br,Ativo
343,Novaes,Pereira,10.273.965/0001-01,Cloud,Cloud,Grande,Mendes Verde,SP,+55 54 4082-2269,caue53@santos.br,Ativo
344,Macedo Fogaça - ME,da Mota,68.325.091/0001-79,Marketing,Marketing,Média,Borges de Minas,PR,+55 37 3129-0148,balbuquerque@mendes.gov.br,Ativo
345,Guerra S/A,Souza Abreu e Filhos,68.517.402/0001-00,Transporte,Fretes,Pequena,Cavalcante de Rocha,SP,0300 321 5285,limamaya@cavalcante.br,Ativo
346,Fernandes e Filhos,Nogueira Vargas S/A,49.726.105/0001-11,Logística,Fretes,Média,Cunha da Mata,SP,97 0797-0509,tfarias@caldeira.com,Ativo
347,Silveira,Guerra Fogaça S/A,16.790.483/0001-05,RH,Recursos Humanos,Média,Mendonça,GO,+55 12 2437-6545,icirino@caldeira.br,Ativo
348,Castro,Fogaça Souza - ME,05.391.267/0001-70,Cloud,Cloud,Grande,Leão Alegre,RJ,+55 19 2374-1678,trodrigues@duarte.edu.br,Ativo
349,Cardoso,Caldeira S/A,29.540.178/0001-07,Transporte,Fretes,Pequena,Lima do Sul,RJ,73 7447-1639,ninacirino@da.com.br,Ativo
350,Sampaio,Rios Lima S.A.,71.284.650/0001-54,Tecnologia,Softwares,Grande,Guerra,RS,+55 21 4326-0931,garciajoana@sampaio.gov.br,Ativo
351,Câmara Fernandes - ME,Araújo,86.027.941/0001-34,Transporte,Fretes,Média,Silva das Pedras,MG,+55 96 5020-0053,maria-julia49@lopes.org,Ativo
352,Fonseca,da Rosa,19.054.826/0001-61,Financeiro,Serviços Financeiros,Grande,Souza Verde,SP,0500 953 4396,caldeirajose-pedro@aparecida.gov.br,Ativo
353,Correia Santos - ME,Barbosa - EI,95.483.170/0001-80,Logística,Fretes,Grande,Correia,SC,67 8485-5716,mendeslarissa@cavalcante.org,Ativo
354,da Rocha Aparecida - EI,Vieira e Filhos,36.754.809/0001-56,Energia,Energia,Grande,Sá de Moraes,RS,53 8669-4320,pedro-henriquepastor@vieira.br,Ativo
355,da Rosa,da Rocha Santos Ltda.,81.290.463/0001-37,Transporte,Fretes,Média,Porto,RJ,+55 64 4240-3381,rezendececilia@duarte.com,Ativo
356,Silveira,Jesus Pimenta Ltda.,50.862.197/0001-46,RH,Recursos Humanos,Média,Almeida da Prata,SP,+55 47 6498-3735,nicolas96@machado.com.br,Ativo
357,Freitas,Mendes Borges - ME,27.961.538/0001-19,Tecnologia,Softwares,Média,Ramos,SC,16 0422-6931,diegolima@marques.com,Ativo
358,Siqueira Sá S/A,Garcia - ME,01.965.784/0001-55,Logística,Fretes,Média,da Mata,MG,+55 63 9001-8513,maria-luizateixeira@castro.org,Ativo
359,Mendes,da Cruz Araújo - EI,48.106.529/0001-10,Marketing,Marketing,Pequena,Casa Grande do Sul,MG,+55 89 0366-2543,trodrigues@mendonca.com,Ativo
360,Caldeira da Paz Ltda.,Pimenta Ltda.,15.904.783/0001-05,Tecnologia,Softwares,Grande,Peixoto da Serra,SC,68 2494-5147,vinicius10@vasconcelos.br,Ativo
361,Gomes Machado e Filhos,Azevedo,16.490.285/0001-26,Marketing,Marketing,Pequena,Fogaça Alegre,SP,92 6769-5236,fnovaes@nascimento.edu.br,Ativo
362,Gomes Barros - EI,Moura,93.172.064/0001-50,Logística,Fretes,Grande,Novais do Amparo,SP,+55 61 1055-2472,nda-cruz@araujo.com,Ativo
363,Garcia Siqueira S/A,Freitas,01.834.796/0001-40,Cloud,Cloud,Grande,Casa Grande de Minas,SP,+55 95 1096-2272,maria-isis65@viana.gov.br,Ativo
364,da Paz S/A,Araújo Ramos S/A,92.803.547/0001-43,Escritório,Materiais de Escritório,Pequena,Oliveira do Galho,MG,24 3624-1862,isadorapinto@camara.com,Ativo
365,Sales - ME,Dias,69.207.314/0001-66,Marketing,Marketing,Pequena,Caldeira,RJ,+55 37 5950-3428,azevedootavio@sa.net,Ativo
366,Porto Andrade S.A.,Barros,90.786.251/0001-36,Logística,Fretes,Média,Fogaça,SP,16 6835-6521,joana81@alves.br,Ativo
367,da Rocha S.A.,Rodrigues Martins S/A,13.865.942/0001-84,Escritório,Materiais de Escritório,Pequena,Machado Grande,SP,37 4596-0633,cassianomaysa@albuquerque.com.br,Ativo
368,Novaes,Monteiro S/A,75.291.063/0001-43,Escritório,Materiais de Escritório,Pequena,Fogaça de Minas,RJ,+55 35 2747-4721,xaparecida@guerra.br,Ativo
369,Macedo Fonseca - EI,Freitas,16.725.048/0001-05,Cloud,Cloud,Grande,Sampaio,SP,+55 13 2146-2961,hellenamartins@ferreira.br,Ativo
370,Caldeira,Cirino e Filhos,16.893.207/0001-72,Telefonia,Telefonia,Média,Pereira do Amparo,SP,+55 86 7147-0827,paulodias@peixoto.com,Ativo
371,Vieira,Melo,30.968.721/0001-50,Tecnologia,Softwares,Média,Barros,SP,+55 63 1461-4768,valentimcirino@borges.br,Ativo
372,Cavalcante,Ferreira Leão - ME,78.253.960/0001-50,Logística,Fretes,Grande,Barbosa,SC,+55 64 5502-7275,vieirajoana@moreira.com.br,Ativo
373,Machado S.A.,Porto,91.085.632/0001-50,RH,Recursos Humanos,Média,Peixoto,MG,49 3533-9055,da-rosaana-liz@sampaio.gov.br,Ativo
374,Jesus,Fogaça,58.642.013/0001-44,Tecnologia,Softwares,Média,Freitas da Serra,SP,+55 68 8664-6491,caldeirafelipe@pimenta.com,Ativo
375,Souza,Porto - ME,80.463.175/0001-74,Telefonia,Telefonia,Grande,Camargo do Oeste,SP,85 1576-6053,vitor-gabriel44@rocha.net,Ativo
376,Leão S/A,Alves S.A.,58.921.430/0001-26,Transporte,Fretes,Pequena,Correia das Flores,RJ,+55 28 9626-2658,luizada-conceicao@santos.edu.br,Ativo
377,Pires - EI,Teixeira,48.271.093/0001-15,Cloud,Cloud,Grande,Albuquerque Verde,RJ,+55 66 0981-9602,oporto@cirino.net,Ativo
378,da Rosa Correia - EI,Silveira Vasconcelos - ME,40.981.673/0001-94,Financeiro,Serviços Financeiros,Média,Peixoto de Campos,SP,+55 47 2442-1175,heloisabrito@vieira.com,Ativo
379,Barbosa,Pires,13.682.790/0001-84,Transporte,Fretes,Média,Albuquerque da Serra,PR,+55 19 1557-9980,rebecasousa@campos.net,Ativo
380,Nascimento S/A,Cunha Fonseca S/A,30.516.879/0001-90,Transporte,Fretes,Grande,Mendes do Oeste,RJ,+55 43 5847-7686,theodorocavalcanti@rodrigues.br,Ativo
381,Pacheco - EI,Cavalcante,37.698.421/0001-48,Jurídico,Serviços Jurídicos,Pequena,Pereira,SC,53 6395-5172,moraesthiago@da.gov.br,Ativo
382,Gonçalves,Camargo S.A.,56.271.098/0001-76,Tecnologia,Softwares,Grande,Freitas Grande,RJ,28 1050-5379,ravi-lucca81@da.gov.br,Ativo
383,Moura Cunha S/A,Silva,91.653.240/0001-40,Tecnologia,Softwares,Média,Aragão,SP,92 7046-1172,hadassa39@da.gov.br,Ativo
384,Martins Ltda.,Guerra Andrade - EI,80.579.634/0001-80,Transporte,Fretes,Pequena,Silveira da Mata,RJ,14 5561-8579,goncalvesana-cecilia@monteiro.com.br,Ativo
385,Freitas - EI,Alves S.A.,09.287.316/0001-80,Marketing,Marketing,Pequena,Correia,MG,47 8004-0104,da-luzbella@da.com.br,Ativo
386,Carvalho Pacheco - ME,Cardoso Ltda.,26.750.419/0001-54,Cloud,Cloud,Grande,Ribeiro de Mendonça,SP,15 5731-4415,noahsales@barbosa.com,Ativo
387,Albuquerque Rios S.A.,Gomes,37.128.465/0001-32,Transporte,Fretes,Pequena,Rezende de Cassiano,MG,95 1235-6798,isabellycorreia@da.com,Inativo
388,Oliveira,Casa Grande - ME,19.307.826/0001-26,Tecnologia,Softwares,Média,Ribeiro de Moura,SP,79 5418-1563,isabellamontenegro@moraes.br,Ativo
389,Macedo Ltda.,Brito,06.812.739/0001-84,Telefonia,Telefonia,Média,Moura do Amparo,RJ,98 6103-1310,oliveiravitor@azevedo.org,Ativo
390,Pinto Sampaio e Filhos,Gonçalves,61.359.270/0001-88,Tecnologia,Softwares,Grande,Viana,MG,+55 84 5494-0128,tsousa@cavalcante.com,Ativo
391,Cirino Farias - ME,Albuquerque Rios - ME,65.012.798/0001-37,Transporte,Fretes,Grande,Peixoto,MG,43 7907-3710,nunesamanda@moura.com.br,Ativo
392,Vasconcelos Brito S/A,Sousa,57.892.463/0001-22,Transporte,Fretes,Pequena,da Cunha de Fonseca,SP,82 0545-8971,rafaela02@camara.gov.br,Inativo
393,Fogaça Monteiro S/A,Oliveira Sousa e Filhos,65.380.172/0001-83,Tecnologia,Softwares,Grande,da Mota,RJ,79 8245-5696,ana-luiza30@pimenta.com,Ativo
394,Vieira,Nunes,54.103.792/0001-59,Escritório,Materiais de Escritório,Pequena,Moreira,PR,18 9824-7414,marquesbruno@da.com,Ativo
395,das Neves,Lopes Ltda.,09.412.568/0001-94,Logística,Fretes,Média,Casa Grande do Oeste,MG,71 9143-0753,zlima@da.gov.br,Inativo
396,Cavalcanti,Rocha,52.381.794/0001-84,Logística,Fretes,Grande,Barros da Mata,RS,83 8266-1287,milena57@lima.br,Ativo
397,Jesus,Alves,80.691.427/0001-12,Energia,Energia,Grande,Cardoso da Prata,PE,19 0626-0787,barrosdaniel@rezende.com,Ativo
398,Peixoto,da Rocha - EI,75.098.462/0001-92,RH,Recursos Humanos,Média,Moreira,MG,+55 63 8723-2440,spinto@camargo.com,Ativo
399,Moreira S/A,Costela Caldeira - ME,08.739.521/0001-77,Escritório,Materiais de Escritório,Pequena,Cirino de da Costa,GO,+55 99 9791-6202,rodrigocavalcante@melo.org,Ativo
400,Pastor - ME,Rios,46.850.391/0001-34,Marketing,Marketing,Média,Alves,SC,16 7196-0940,waparecida@martins.org,Ativo
401,Castro Ltda.,Ferreira Santos - EI,68.175.923/0001-18,Tecnologia,Softwares,Grande,Marques Grande,SC,15 4617-6792,jose-pedro59@pacheco.gov.br,Ativo
402,Azevedo,Alves e Filhos,23.150.847/0001-58,Transporte,Fretes,Média,Vargas,MG,+55 93 1266-1094,andradediogo@teixeira.br,Ativo
403,Cavalcanti Ltda.,Sampaio - ME,62.318.745/0001-50,Telefonia,Telefonia,Grande,Câmara do Oeste,MG,+55 68 6831-9013,carvalhoanthony@vasconcelos.br,Ativo
404,Fernandes S.A.,Correia,37.524.810/0001-57,Logística,Fretes,Média,Lima de Pires,RJ,49 1912-8411,dda-conceicao@almeida.net,Ativo
405,da Cunha,Santos,51.270.486/0001-19,Telefonia,Telefonia,Grande,Guerra do Norte,SP,+55 48 9740-0564,brunateixeira@carvalho.edu.br,Ativo
406,Sá,da Costa - ME,10.583.462/0001-32,Tecnologia,Softwares,Média,Cardoso de da Mata,MG,+55 22 1078-3567,rafael00@vasconcelos.edu.br,Ativo
407,Rodrigues,Novaes - ME,06.851.342/0001-00,Financeiro,Serviços Financeiros,Grande,Camargo,PR,74 1955-3560,raviborges@da.com.br,Ativo
408,Albuquerque e Filhos,Araújo Barbosa S/A,27.980.643/0001-03,Escritório,Materiais de Escritório,Pequena,da Rocha,SC,+55 55 9671-1148,mayasantos@camara.br,Ativo
409,Fonseca,Rezende,38.425.709/0001-01,Logística,Fretes,Grande,Jesus do Amparo,SP,15 1328-3483,freitasjoao-miguel@da.br,Ativo
410,Camargo,Monteiro S/A,49.620.573/0001-07,Logística,Fretes,Média,Monteiro do Sul,RS,51 6703-3626,ribeiroana-laura@nogueira.com,Ativo
411,da Luz,Sá Alves Ltda.,96.875.042/0001-45,Cloud,Cloud,Grande,Silveira da Mata,SP,0800 769 9842,vmartins@cardoso.com.br,Ativo
412,Barros,Vargas Nogueira Ltda.,56.042.983/0001-83,Escritório,Materiais de Escritório,Pequena,Viana do Sul,MG,+55 53 4954-2770,dalbuquerque@fogaca.gov.br,Ativo
413,Jesus Araújo - EI,da Mota - EI,85.137.249/0001-04,Tecnologia,Softwares,Média,Cardoso de da Conceição,RS,+55 73 2903-1028,upacheco@novaes.net,Ativo
414,Silva Ltda.,Almeida,58.041.273/0001-64,Telefonia,Telefonia,Grande,Camargo de Moraes,SP,+55 37 3359-5616,joao-pedro05@farias.br,Ativo
415,Melo,Pinto,02.598.163/0001-43,Telefonia,Telefonia,Média,Dias,MG,96 8953-6902,pteixeira@barbosa.gov.br,Ativo
416,Nascimento,Moura S/A,97.826.150/0001-90,Transporte,Fretes,Pequena,da Cruz da Praia,SP,+55 92 7513-7651,mirella15@pereira.net,Ativo
417,Viana,da Conceição,92.367.418/0001-50,Escritório,Materiais de Escritório,Pequena,Vieira da Mata,RJ,38 5116-6829,xpires@cirino.com,Ativo
418,Leão Ltda.,Souza,12.063.794/0001-11,Marketing,Marketing,Pequena,Moraes,RJ,0500 665 2683,isaac55@silveira.com,Ativo
419,Machado,Pires,76.483.192/0001-04,Tecnologia,Softwares,Média,Cassiano,RJ,+55 12 9957-6572,gael34@fernandes.com,Ativo
420,da Paz,Gomes,52.809.137/0001-95,Cloud,Cloud,Grande,Oliveira Alegre,RS,+55 45 5421-4477,luccada-paz@pereira.com.br,Ativo
421,da Conceição e Filhos,Casa Grande,13.204.695/0001-75,RH,Recursos Humanos,Média,Alves de Freitas,ES,+55 84 4967-8274,silvaisaque@lopes.br,Ativo
422,Borges,da Mota Siqueira e Filhos,15.987.024/0001-53,Transporte,Fretes,Pequena,da Mota dos Dourados,SP,97 1506-1853,portoantony@carvalho.com.br,Ativo
423,Rocha Costa Ltda.,Cassiano,72.981.506/0001-30,Tecnologia,Softwares,Média,Abreu,SP,73 1789-3206,gabrielly93@mendes.edu.br,Ativo
424,da Rosa da Conceição Ltda.,Mendonça,65.720.184/0001-00,Logística,Fretes,Média,Machado Alegre,RS,+55 96 6127-5156,maria-sophiamendonca@rodrigues.net,Ativo
425,da Rocha Ltda.,Viana Jesus S/A,85.492.371/0001-90,RH,Recursos Humanos,Pequena,Guerra Paulista,SC,+55 28 4735-0476,lucas-gabrielnascimento@vasconcelos.gov.br,Ativo
426,Cardoso,Silveira S/A,61.524.079/0001-44,Marketing,Marketing,Média,Fonseca,PR,0900 328 6342,bianca63@albuquerque.com.br,Ativo
427,Montenegro - ME,Aparecida,24.801.567/0001-25,Escritório,Materiais de Escritório,Pequena,Viana,RS,49 6241-1186,albuquerquevitoria@brito.com.br,Ativo
428,Correia,Viana,56.028.317/0001-90,Tecnologia,Softwares,Média,Rezende Verde,RJ,85 6461-3684,sda-paz@garcia.com.br,Inativo
429,Freitas,Machado S.A.,90.671.325/0001-99,Logística,Fretes,Média,Ramos,SP,27 5211-8237,enzocasa-grande@pimenta.com.br,Ativo
430,Moreira,Araújo Vargas - ME,46.952.107/0001-30,Escritório,Materiais de Escritório,Pequena,Abreu Paulista,SP,+55 85 8787-5357,jmoraes@caldeira.com.br,Ativo
431,Garcia S.A.,Castro - EI,12.370.569/0001-28,Tecnologia,Softwares,Grande,Pires,RS,0300 728 6604,lopesana-beatriz@moreira.br,Ativo
432,Nunes,Casa Grande da Rocha - EI,35.496.128/0001-72,Telefonia,Telefonia,Média,Cavalcante,SP,0300 705 6227,abreuana-livia@costa.edu.br,Ativo
433,Farias,Araújo - EI,72.185.493/0001-92,Escritório,Materiais de Escritório,Pequena,Correia,MG,14 4694-5964,eduardopastor@caldeira.org,Ativo
434,da Luz Nunes S/A,Moreira Pastor e Filhos,65.498.730/0001-00,Escritório,Materiais de Escritório,Pequena,Abreu,SC,+55 92 3192-2270,eduardo02@lima.gov.br,Ativo
435,Duarte,Montenegro,13.687.529/0001-77,Cloud,Cloud,Grande,Moura de Minas,ES,+55 86 2426-8774,novaisluara@cavalcanti.com,Ativo
436,Martins,Siqueira,63.872.109/0001-39,Telefonia,Telefonia,Média,Fonseca de Moura,MG,+55 81 0945-1548,pereirayago@ramos.gov.br,Ativo
437,Gonçalves,Sampaio e Filhos,49.087.361/0001-06,Tecnologia,Softwares,Média,Melo,RJ,+55 46 0509-2221,dcampos@porto.com.br,Ativo
438,Dias S/A,Correia,90.567.214/0001-37,Tecnologia,Softwares,Média,Moreira do Sul,SC,63 6013-8241,liviaaparecida@pereira.net,Ativo
439,Cavalcanti,das Neves Ltda.,85.123.406/0001-14,Tecnologia,Softwares,Grande,Borges de Camargo,SP,+55 43 2125-9020,evelynmarques@silveira.org,Ativo
440,Souza Sá e Filhos,das Neves Aragão - ME,42.917.830/0001-28,Tecnologia,Softwares,Média,da Mata,MG,+55 83 2447-4175,cecilia87@andrade.com,Ativo
441,Sampaio Lopes Ltda.,Costela,58.407.126/0001-65,Escritório,Materiais de Escritório,Pequena,da Luz de Andrade,PR,+55 49 8272-7955,lribeiro@duarte.com,Ativo
442,Albuquerque,Leão Melo Ltda.,51.276.839/0001-98,Telefonia,Telefonia,Média,Sá,SP,+55 16 7979-9667,thiagosilveira@peixoto.br,Ativo
443,Rocha,da Rosa,03.186.254/0001-34,Transporte,Fretes,Média,Castro,SC,97 2498-3922,caue14@ferreira.com,Ativo
444,Abreu,Costa Cavalcanti Ltda.,41.286.307/0001-88,Marketing,Marketing,Média,Cassiano,MG,48 0725-1786,maria-juliarios@martins.com.br,Ativo
445,Teixeira Brito - ME,Dias Teixeira S.A.,65.498.372/0001-35,Cloud,Cloud,Grande,Ferreira,PR,91 9039-2355,melissa09@barbosa.gov.br,Ativo
446,Carvalho Monteiro S.A.,Cunha Ltda.,61.537.890/0001-60,Tecnologia,Softwares,Média,das Neves das Flores,SP,88 0462-2681,wbarros@rezende.com.br,Ativo
447,Castro Ltda.,Oliveira Montenegro - ME,70.956.348/0001-32,Tecnologia,Softwares,Grande,Lima Paulista,SP,+55 49 9785-7585,vianaluiz-henrique@nascimento.com.br,Ativo
448,Rocha,Cassiano S/A,54.386.790/0001-14,Transporte,Fretes,Média,da Paz de Aparecida,MG,+55 53 7750-9546,ana-carolina08@cavalcanti.org,Ativo
449,Leão,Machado Ltda.,40.125.839/0001-70,Telefonia,Telefonia,Média,Barros,RS,0800 122 7645,nsales@siqueira.br,Ativo
450,Barbosa Ltda.,Andrade,21.645.093/0001-81,Tecnologia,Softwares,Grande,Lima das Flores,RJ,+55 16 2416-1394,olivia83@freitas.br,Ativo
451,Teixeira Lopes Ltda.,da Mota Montenegro e Filhos,06.257.891/0001-42,RH,Recursos Humanos,Média,Almeida,RJ,66 2447-9513,arthur-miguelsantos@camara.com,Ativo
452,Siqueira,Pastor,65.934.021/0001-20,Tecnologia,Softwares,Média,Ferreira dos Dourados,RJ,+55 65 7738-2646,ribeiroemanuel@novais.br,Ativo
453,Costela e Filhos,da Rosa,45.783.012/0001-78,Financeiro,Serviços Financeiros,Média,Pinto,MG,43 9660-4873,inascimento@pereira.com.br,Ativo
454,Brito - ME,Cunha Camargo - EI,42.865.391/0001-57,Logística,Fretes,Média,Leão,SP,15 5515-8886,isismonteiro@da.com.br,Inativo
455,Castro,Guerra da Paz S/A,85.791.032/0001-05,Logística,Fretes,Média,Leão das Pedras,PR,+55 79 0932-9981,ualmeida@cavalcante.br,Ativo
456,Freitas S/A,Novaes,83.297.146/0001-78,Transporte,Fretes,Média,Duarte,SP,+55 55 4103-9773,yda-costa@martins.com,Ativo
457,Castro,Martins Silveira S/A,09.674.358/0001-74,Telefonia,Telefonia,Média,da Luz da Prata,SP,+55 51 9807-7046,fonsecaisabelly@lima.com.br,Ativo
458,Caldeira S.A.,Teixeira,91.273.680/0001-72,Escritório,Materiais de Escritório,Pequena,Costela de da Luz,SC,+55 44 5177-3454,yfarias@sampaio.org,Inativo
459,Peixoto,Teixeira S.A.,28.401.973/0001-51,Telefonia,Telefonia,Média,das Neves da Serra,SP,24 7742-2294,oda-cunha@alves.org,Inativo
460,Pacheco Albuquerque Ltda.,Silveira,89.634.127/0001-76,Tecnologia,Softwares,Média,Pastor,MG,94 5856-7287,maria-sophiagarcia@rios.br,Ativo
461,das Neves Costela S.A.,da Mota Pereira e Filhos,13.586.402/0001-61,Logística,Fretes,Média,Sousa,BA,+55 83 5061-5814,araujomaite@da.com,Ativo
462,da Conceição Sales e Filhos,Cavalcanti,04.895.163/0001-30,Tecnologia,Softwares,Grande,Araújo do Oeste,SP,+55 91 3997-7180,diogo37@macedo.br,Ativo
463,Brito Nogueira - EI,Peixoto Mendonça Ltda.,90.678.312/0001-41,Escritório,Materiais de Escritório,Pequena,Abreu de da Cunha,SP,64 9472-5878,ana-clara48@fernandes.edu.br,Ativo
464,Pires,Camargo,27.094.358/0001-87,Marketing,Marketing,Média,Azevedo,MG,71 4175-8231,paulodas-neves@dias.com.br,Ativo
465,Caldeira,Pimenta,32.516.970/0001-30,RH,Recursos Humanos,Pequena,Duarte,RJ,98 7964-3474,joao-vitor45@souza.br,Ativo
466,das Neves,Nunes,69.083.751/0001-15,Financeiro,Serviços Financeiros,Média,Marques,MG,14 0334-4505,yvieira@novais.edu.br,Ativo
467,Cunha Pinto - EI,da Mota,19.382.740/0001-68,Logística,Fretes,Média,Sales do Amparo,MG,+55 96 4996-0105,stephany57@camargo.br,Ativo
468,Souza Barbosa Ltda.,Cassiano,24.380.716/0001-20,Tecnologia,Softwares,Grande,Novais do Galho,RJ,18 0215-5732,maria-helena37@farias.net,Ativo
469,da Cunha,Carvalho S/A,69.873.042/0001-33,Jurídico,Serviços Jurídicos,Média,Almeida Verde,RJ,73 0858-7495,sousadom@novais.edu.br,Ativo
470,Moraes Borges - EI,Pimenta,31.672.945/0001-83,Jurídico,Serviços Jurídicos,Média,Rezende,PE,34 1295-7860,soliveira@pinto.com,Ativo
471,Câmara Ltda.,Cassiano,43.598.127/0001-67,Transporte,Fretes,Pequena,Correia,ES,+55 64 3421-0890,valentinaferreira@duarte.net,Ativo
472,Costa da Rosa S.A.,da Mata,39.501.867/0001-66,Financeiro,Serviços Financeiros,Grande,Macedo,SP,+55 85 6077-6336,borgesluiz-fernando@castro.com,Ativo
473,Sousa,Souza,56.310.428/0001-95,Jurídico,Serviços Jurídicos,Pequena,Moraes do Campo,SP,81 0066-6155,davi-lucca64@sampaio.gov.br,Inativo
474,Melo,da Mota e Filhos,50.261.983/0001-98,Escritório,Materiais de Escritório,Pequena,Carvalho,RS,85 0093-4596,larissacavalcanti@moreira.com.br,Ativo
475,Fonseca Camargo S.A.,Monteiro S.A.,46.582.970/0001-43,Escritório,Materiais de Escritório,Pequena,Farias,SP,+55 18 7026-0869,levibrito@ferreira.com,Ativo
476,Azevedo,Melo - ME,68.714.029/0001-79,Tecnologia,Softwares,Média,da Cunha de Cardoso,MG,32 8591-7793,pedro-lucasmoraes@casa.com,Ativo
477,Silva - ME,Pimenta,13.829.647/0001-72,Tecnologia,Softwares,Média,Rios de Pastor,SC,99 8942-5652,souzahelena@vieira.com,Ativo
478,Casa Grande e Filhos,Vieira S.A.,26.504.371/0001-02,Marketing,Marketing,Média,Pires,MG,63 7379-4871,olivia55@da.com.br,Ativo
479,Ribeiro,Rios Ltda.,84.162.305/0001-90,Transporte,Fretes,Média,Brito,RJ,+55 91 7118-4254,jlopes@montenegro.br,Ativo
480,Casa Grande Rodrigues S.A.,Costa e Filhos,58.246.907/0001-15,Cloud,Cloud,Grande,Nogueira de Goiás,PE,0500 252 1293,valentinapimenta@costa.org,Ativo
481,Guerra Ltda.,Moreira,67.821.903/0001-04,Jurídico,Serviços Jurídicos,Média,Santos da Prata,SP,27 3991-0622,wcastro@goncalves.gov.br,Ativo
482,Gonçalves,da Cruz Ferreira S/A,34.290.815/0001-74,Marketing,Marketing,Pequena,Casa Grande de Rocha,SP,14 5018-4819,qda-conceicao@da.com.br,Ativo
483,Nogueira e Filhos,Cassiano,15.403.267/0001-05,Tecnologia,Softwares,Média,Lima de Pacheco,MG,+55 71 7438-1199,rodrigo76@araujo.gov.br,Ativo
484,Vargas Ltda.,da Cunha,85.692.703/0001-80,Tecnologia,Softwares,Média,Silva,SP,89 3973-9641,mnovais@pereira.edu.br,Ativo
485,Aparecida,Pastor e Filhos,19.867.235/0001-03,Jurídico,Serviços Jurídicos,Pequena,Ferreira,MG,74 7980-6603,beniciopires@brito.org,Ativo
486,Alves,da Cunha,59.812.306/0001-95,Jurídico,Serviços Jurídicos,Pequena,Sampaio de Porto,MG,11 2388-5652,vborges@pimenta.edu.br,Ativo
487,Dias das Neves S/A,Porto - ME,57.263.189/0001-22,Tecnologia,Softwares,Grande,Ferreira de Fernandes,RJ,74 5225-0139,natalia84@goncalves.com,Inativo
488,Borges Borges e Filhos,da Luz,25.831.609/0001-33,Transporte,Fretes,Pequena,Pimenta Verde,RJ,+55 41 5370-3824,monteiropietro@da.gov.br,Ativo
489,Casa Grande Albuquerque Ltda.,Almeida Pimenta - ME,76.391.482/0001-10,Escritório,Materiais de Escritório,Pequena,Souza Paulista,PR,46 4655-3585,salesjoao-felipe@sampaio.net,Ativo
490,Brito Viana - EI,Nascimento,51.392.487/0001-36,Escritório,Materiais de Escritório,Pequena,Oliveira do Norte,RJ,82 9779-6120,pnovais@ferreira.com.br,Ativo
491,Azevedo Rodrigues Ltda.,Silveira Ltda.,94.058.362/0001-87,Transporte,Fretes,Pequena,Gonçalves,SP,+55 87 7484-5398,xcasa-grande@abreu.gov.br,Ativo
492,Silva Ltda.,Vasconcelos S/A,91.658.742/0001-64,Energia,Energia,Grande,Cirino,MG,+55 18 7151-1696,sgarcia@carvalho.com.br,Ativo
493,Cirino,das Neves Ltda.,26.430.197/0001-92,Logística,Fretes,Média,da Conceição,SP,42 1571-8409,novaisdante@brito.com,Ativo
494,Moura S/A,Duarte - ME,40.568.192/0001-51,Escritório,Materiais de Escritório,Pequena,Cirino de Nascimento,GO,+55 87 5129-5927,nataliacassiano@alves.gov.br,Ativo
495,Nascimento S/A,da Rocha,15.246.908/0001-57,Tecnologia,Softwares,Grande,Pereira,RJ,+55 66 9578-6718,fernandesthales@casa.net,Ativo
496,Correia,Aparecida,50.769.482/0001-17,Tecnologia,Softwares,Média,Ribeiro,MG,32 8998-8683,aurora27@da.br,Ativo
497,Garcia,Mendonça S/A,71.543.698/0001-30,Tecnologia,Softwares,Média,Viana de Vargas,SC,17 0803-1499,ana-sophiasousa@nascimento.com,Ativo
